0.042,3.394,
0.046,,
0.050,,
0.054,,
0.058,,
0.063,3.384,-0.514
0.067,,
0.071,,
0.075,,
0.079,,
0.083,3.373,-0.748
0.088,,
0.092,,
0.096,,
0.100,,
0.104,3.353,-1.013
0.108,,
0.113,,
0.117,,
0.121,,
0.125,3.330,-0.783
0.129,,
0.133,,
0.138,,
0.142,,
0.146,3.320,-0.654
0.150,,
0.154,,
0.158,,
0.163,,
0.167,3.303,-1.262
0.171,,
0.175,,
0.179,,
0.183,,
0.188,3.268,-1.402
0.192,,
0.196,,
0.200,,
0.204,,
0.208,3.244,-1.308
0.213,,
0.217,,
0.221,,
0.225,,
0.229,3.213,-1.589
0.233,,
0.238,,
0.242,,
0.246,,
0.250,3.178,-1.355
0.254,,
0.258,,
0.263,,
0.267,,
0.271,3.157,-1.682
0.275,,
0.279,,
0.283,,
0.288,,
0.292,3.109,-2.082
0.296,,
0.300,,
0.304,,
0.308,,
0.313,3.070,-1.619
0.317,,
0.321,,
0.325,,
0.329,,
0.333,3.041,-1.542
0.338,,
0.342,,
0.346,,
0.350,,
0.354,3.006,-1.963
0.358,,
0.363,,
0.367,,
0.371,,
0.375,2.959,-1.916
0.379,,
0.383,,
0.388,,
0.392,,
0.396,2.926,-1.627
0.400,,
0.404,,
0.408,,
0.413,,
0.417,2.891,-1.581
0.421,,
0.425,,
0.429,,
0.433,,
0.438,2.860,-1.449
0.442,,
0.446,,
0.450,,
0.454,,
0.458,2.831,-1.636
0.463,,
0.467,,
0.471,,
0.475,,
0.479,2.792,-1.729
0.483,,
0.488,,
0.492,,
0.496,,
0.500,2.759,-1.573
0.504,,
0.508,,
0.513,,
0.517,,
0.521,2.726,-1.527
0.525,,
0.529,,
0.533,,
0.538,,
0.542,2.695,-1.542
0.546,,
0.550,,
0.554,,
0.558,,
0.563,2.662,-1.495
0.567,,
0.571,,
0.575,,
0.579,,
0.583,2.633,-1.262
0.588,,
0.592,,
0.596,,
0.600,,
0.604,2.610,-1.495
0.608,,
0.613,,
0.617,,
0.621,,
0.625,2.571,-1.682
0.629,,
0.633,,
0.638,,
0.642,,
0.646,2.540,-1.589
0.650,,
0.654,,
0.658,,
0.663,,
0.667,2.505,-1.776
0.671,,
0.675,,
0.679,,
0.683,,
0.688,2.466,-1.427
0.692,,
0.696,,
0.700,,
0.704,,
0.708,2.444,-1.519
0.713,,
0.717,,
0.721,,
0.725,,
0.729,2.402,-2.009
0.733,,
0.738,,
0.742,,
0.746,,
0.750,2.361,-1.776
0.754,,
0.758,,
0.763,,
0.767,,
0.771,2.328,-1.776
0.775,,
0.779,,
0.783,,
0.788,,
0.792,2.287,-1.916
0.796,,
0.800,,
0.804,,
0.808,,
0.813,2.248,-1.963
0.817,,
0.821,,
0.825,,
0.829,,
0.833,2.206,-2.196
0.838,,
0.842,,
0.846,,
0.850,,
0.854,2.157,-1.823
0.858,,
0.863,,
0.867,,
0.871,,
0.875,2.130,-1.388
0.879,,
0.883,,
0.888,,
0.892,,
0.896,2.099,-1.758
0.900,,
0.904,,
0.908,,
0.913,,
0.917,2.056,-1.636
0.921,,
0.925,,
0.929,,
0.933,,
0.938,2.031,-1.449
0.942,,
0.946,,
0.950,,
0.954,,
0.958,1.996,-1.636
0.963,,
0.967,,
0.971,,
0.975,,
0.979,1.963,-1.627
0.983,,
0.988,,
0.992,,
0.996,,
1.000,1.928,-1.720
1.004,,
1.008,,
1.013,,
1.017,,
1.021,1.891,-1.729
1.025,,
1.029,,
1.033,,
1.038,,
1.042,1.856,-2.150
1.046,,
1.050,,
1.054,,
1.058,,
1.063,1.802,-1.869
1.067,,
1.071,,
1.075,,
1.079,,
1.083,1.778,-1.619
1.088,,
1.092,,
1.096,,
1.100,,
1.104,1.734,-1.897
1.108,,
1.113,,
1.117,,
1.121,,
1.125,1.699,-1.869
1.129,,
1.133,,
1.138,,
1.142,,
1.146,1.656,-1.963
1.150,,
1.154,,
1.158,,
1.163,,
1.167,1.617,-1.916
1.171,,
1.175,,
1.179,,
1.183,,
1.188,1.576,-2.150
1.192,,
1.196,,
1.200,,
1.204,,
1.208,1.528,-1.916
1.213,,
1.217,,
1.221,,
1.225,,
1.229,1.497,-1.589
1.233,,
1.238,,
1.242,,
1.246,,
1.250,1.462,-1.860
1.254,,
1.258,,
1.263,,
1.267,,
1.271,1.419,-2.072
1.275,,
1.279,,
1.283,,
1.288,,
1.292,1.375,-1.943
1.296,,
1.300,,
1.304,,
1.308,,
1.313,1.338,-1.355
1.317,,
1.321,,
1.325,,
1.329,,
1.333,1.318,-1.402
1.338,,
1.342,,
1.346,,
1.350,,
1.354,1.279,-1.869
1.358,,
1.363,,
1.367,,
1.371,,
1.375,1.241,-2.243
1.379,,
1.383,,
1.388,,
1.392,,
1.396,1.186,-2.196
1.400,,
1.404,,
1.408,,
1.413,,
1.417,1.149,-1.823
1.421,,
1.425,,
1.429,,
1.433,,
1.438,1.110,-2.009
1.442,,
1.446,,
1.450,,
1.454,,
1.458,1.066,-2.243
1.463,,
1.467,,
1.471,,
1.475,,
1.479,1.017,-2.221
1.483,,
1.488,,
1.492,,
1.496,,
1.500,0.973,-1.897
1.504,,
1.508,,
1.513,,
1.517,,
1.521,0.938,-1.916
1.525,,
1.529,,
1.533,,
1.538,,
1.542,0.893,-1.906
1.546,,
1.550,,
1.554,,
1.558,,
1.563,0.858,-2.232
1.567,,
1.571,,
1.575,,
1.579,,
1.583,0.800,-2.664
1.588,,
1.592,,
1.596,,
1.600,,
1.604,0.747,-2.056
1.608,,
1.613,,
1.617,,
1.621,,
1.625,0.714,-1.916
1.629,,
1.633,,
1.638,,
1.642,,
1.646,0.668,-2.009
1.650,,
1.654,,
1.658,,
1.663,,
1.667,0.631,-1.666
1.671,,
1.675,,
1.679,,
1.683,,
1.688,0.598,-1.712
1.692,,
1.696,,
1.700,,
1.704,,
1.708,0.559,-1.682
1.713,,
1.717,,
1.721,,
1.725,,
1.729,0.528,-1.355
1.733,,
1.738,,
1.742,,
1.746,,
1.750,0.503,-1.823
1.754,,
1.758,,
1.763,,
1.767,,
1.771,0.452,-2.056
1.775,,
1.779,,
1.783,,
1.788,,
1.792,0.417,-1.542
1.796,,
1.800,,
1.804,,
1.808,,
1.813,0.388,-1.823
1.817,,
1.821,,
1.825,,
1.829,,
1.833,0.342,-2.046
1.838,,
1.842,,
1.846,,
1.850,,
1.854,0.303,-2.072
1.858,,
1.863,,
1.867,,
1.871,,
1.875,0.254,-2.128
1.879,,
1.883,,
1.888,,
1.892,,
1.896,0.213,-1.682
1.900,,
1.904,,
1.908,,
1.913,,
1.917,0.184,-1.402
1.921,,
1.925,,
1.929,,
1.933,,
1.938,0.155,-1.682
1.942,,
1.946,,
1.950,,
1.954,,
1.958,0.114,-2.290
1.963,,
1.967,,
1.971,,
1.975,,
1.979,5.996E-2,-2.477
1.983,,
1.988,,
1.992,,
1.996,,
2.000,1.141E-2,
