0.000000E0,1.128134E1,
3.332251E-2,1.125275E1,-1.428576E0
6.664502E-2,1.118614E1,-2.428121E0
9.996753E-2,1.109093E1,-9.061050E-1
1.332900E-1,1.112575E1,-3.896117E-1
1.666125E-1,1.106496E1,-2.470529E0
1.999351E-1,1.096110E1,-1.818188E0
2.332576E-1,1.094379E1,-7.792233E-1
2.665801E-1,1.090917E1,-7.792233E-1
2.999026E-1,1.089186E1,-1.818188E0
3.332251E-1,1.078800E1,-2.077929E0
3.665476E-1,1.075338E1,-5.194822E-1
3.998701E-1,1.075338E1,-3.633740E-1
4.331926E-1,1.072916E1,-1.370265E0
4.665151E-1,1.066205E1,-1.541429E0
4.998376E-1,1.062643E1,-1.261410E0
5.331601E-1,1.057799E1,-1.304712E0
5.664827E-1,1.053948E1,-1.207948E0
5.998052E-1,1.049748E1,-1.383640E0
6.331277E-1,1.044727E1,-1.237112E0
6.664502E-1,1.041504E1,-1.134018E0
6.997727E-1,1.037169E1,-1.370896E0
7.330952E-1,1.032367E1,-1.061953E0
7.664177E-1,1.030091E1,-9.702211E-1
7.997402E-1,1.025901E1,-1.106461E0
8.330627E-1,1.022717E1,-1.022752E0
8.663852E-1,1.019085E1,-1.186878E0
8.997077E-1,1.014808E1,-1.161726E0
9.330303E-1,1.011343E1,-1.010058E0
9.663528E-1,1.008076E1,-1.150478E0
9.996753E-1,1.003676E1,-1.100282E0
1.032998E0,1.000743E1,-8.591023E-1
1.066320E0,9.979500E0,-9.318164E-1
1.099643E0,9.945331E0,-1.006795E0
1.132965E0,9.912402E0,-9.378646E-1
1.166288E0,9.882827E0,-1.091682E0
1.199610E0,9.839647E0,-1.251118E0
1.232933E0,9.799446E0,-1.069896E0
1.266255E0,9.768344E0,-8.257142E-1
1.299578E0,9.744416E0,-9.268011E-1
1.332900E0,9.706577E0,-1.300331E0
1.366223E0,9.657755E0,-1.320282E0
1.399545E0,9.618587E0,-1.242251E0
1.432868E0,9.574966E0,-1.335297E0
1.466190E0,9.529596E0,-1.093728E0
1.499513E0,9.502074E0,-1.204376E0
1.532835E0,9.449330E0,-2.003660E0
1.566158E0,9.368540E0,-2.251212E0
1.599480E0,9.299298E0,-2.337670E0
1.632803E0,9.212746E0,-2.207799E0
1.666125E0,9.152160E0,-1.688317E0
1.699448E0,9.100228E0,-1.948058E0
1.732770E0,9.022331E0,-1.168835E0
1.766093E0,9.022331E0,-6.493528E-1
1.799415E0,8.979055E0,-6.493528E-1
1.832738E0,8.979055E0,-1.428576E0
1.866061E0,8.883848E0,-2.077929E0
1.899383E0,8.840571E0,-3.896117E-1
1.932706E0,8.857882E0,-7.792233E-1
1.966028E0,8.788640E0,-1.688317E0
1.999351E0,8.745364E0,-1.428576E0
2.032673E0,8.693433E0,-1.818188E0
2.065996E0,8.624191E0,-1.168835E0
2.099318E0,8.615536E0,-1.298706E0
2.132641E0,8.537638E0,-1.168835E0
2.165963E0,8.537638E0,-5.194822E-1
2.199286E0,8.503018E0,-5.194822E-1
2.232608E0,8.503018E0,-7.792233E-1
2.265931E0,8.451086E0,-1.818188E0
2.299253E0,8.381844E0,-1.168835E0
2.332576E0,8.373189E0,-1.298706E-1
2.365898E0,8.373189E0,-5.194822E-1
2.399221E0,8.338568E0,-5.194822E-1
2.432543E0,8.338568E0,-0.000000E0
2.465866E0,8.338568E0,-5.194822E-1
2.499188E0,8.303947E0,-1.558447E0
2.532511E0,8.234706E0,-1.688317E0
2.565833E0,8.191429E0,-1.558447E0
2.599156E0,8.130843E0,-9.090939E-1
2.632478E0,8.130843E0,-5.194822E-1
2.665801E0,8.096222E0,-1.948058E0
2.699123E0,8.001015E0,-1.688317E0
2.732446E0,7.983704E0,-3.896117E-1
2.765768E0,7.975049E0,-9.090939E-1
2.799091E0,7.923117E0,-1.818188E0
2.832413E0,7.853876E0,-1.038964E0
2.865736E0,7.853876E0,-5.194822E-1
2.899058E0,7.819255E0,-1.428576E0
2.932381E0,7.758668E0,2.524871E-1
2.965703E0,7.836082E0,7.429175E-1
2.999026E0,7.808180E0,-9.508515E-1
3.032348E0,7.772712E0,-1.225750E0
3.065671E0,7.726490E0,-1.163212E0
3.098993E0,7.695190E0,-1.102105E0
3.132316E0,7.653040E0,-1.350424E0
